FIR_No,Crime_Type,District,Police_Station,Date,Victim_Name,Victim_Age,Victim_Gender,Suspect_Name,Weapon,Status,Latitude,Longitude,Severity
FIR5523,Robbery,Vijayapura,North,2024-08-12,Kamala Subramanian,47,Female,Vrishti Roy,Vehicle,Under Investigation,12.11957,78.433686,5
FIR5524,Robbery,Mangaluru,Central,2025-11-07,Andrew Comar,32,Male,Ridhi Ray,Gun,Open,11.651688,78.586746,7
FIR5525,Robbery,Shivamogga,Central,2026-01-01,Benjamin Ganguly,71,Female,Kavya Krishnan,Vehicle,Closed,12.853012,76.558809,1
FIR5526,Vehicle Theft,Kalaburagi,Market,2025-01-25,Advay Kumer,54,Female,Hiral Sen,Rod,Closed,17.249377,78.04879,9
FIR5527,Cyber Crime,Tumakuru,North,2026-04-12,Upkaar Dhaliwal,33,Male,Jyoti Talwar,Gun,Under Investigation,15.602265,78.044434,10
FIR5528,Fraud,Kalaburagi,Traffic,2025-09-07,Maanav Pal,67,Male,Janaki Chand,None,Under Investigation,13.443292,76.138659,5
FIR5529,Robbery,Vijayapura,North,2025-10-12,Abhimanyu Chanda,21,Male,Nicholas Pall,None,Closed,15.587106,77.997301,7
FIR5530,Cyber Crime,Mysuru,West,2024-12-21,Wyatt Divan,53,Male,Wahab Patil,Unknown,Closed,14.317461,78.309407,1
FIR5531,Vehicle Theft,Belagavi,East,2025-10-28,Rushil Butala,48,Female,Yadavi Solanki,Vehicle,Under Investigation,14.565349,74.479985,6
FIR5532,Burglary,Shivamogga,East,2026-01-29,Kashish Das,68,Female,Oeshi Sinha,Knife,Open,15.458704,77.118159,7
FIR5533,Assault,Mangaluru,Central,2025-03-23,Thomas Mannan,23,Male,Vedant Konda,Vehicle,Closed,12.913776,75.979186,6
FIR5534,Kidnapping,Hubballi-Dharwad,Traffic,2026-06-21,Udyati Chada,53,Male,Balveer Bassi,Gun,Closed,12.44139,76.082352,8
FIR5535,Vehicle Theft,Mangaluru,Rural,2024-10-09,Tara Mohanty,69,Male,Chanchal Oak,Unknown,Under Investigation,16.345662,78.393664,8
FIR5536,Robbery,Tumakuru,North,2024-11-24,Sudiksha Nath,26,Female,Aradhana Korpal,Knife,Closed,15.003443,75.85057,5
FIR5537,Vehicle Theft,Ballari,West,2025-06-04,Alexander Ratti,18,Female,Zansi Bhatti,Rod,Open,15.116779,77.436213,6
FIR5538,Vehicle Theft,Mysuru,West,2026-06-16,Mohini Madan,50,Female,Pushti Singh,None,Open,18.385929,75.395939,5
FIR5539,Assault,Tumakuru,Rural,2025-09-24,Ria Varghese,72,Male,Darpan Swaminathan,Unknown,Closed,13.026202,77.694288,2
FIR5540,Theft,Hubballi-Dharwad,West,2026-03-05,Ekavir Soni,22,Male,Gagan Pradhan,Rod,Under Investigation,18.432923,77.908902,5
FIR5541,Fraud,Mangaluru,East,2026-02-04,Sanaya Shetty,62,Male,Barkha Grover,Unknown,Under Investigation,16.069407,77.370364,7
FIR5542,Robbery,Belagavi,West,2024-08-25,Advik Rege,42,Female,Finn Malhotra,Unknown,Closed,15.339868,77.8424,3
FIR5543,Assault,Vijayapura,Central,2024-09-30,Ira Kaul,61,Female,Brinda Ratta,None,Open,12.526786,77.576501,2
FIR5544,Vehicle Theft,Mangaluru,East,2025-12-12,Yauvani Nanda,46,Male,Geetika Grover,Gun,Closed,15.788166,75.538437,3
FIR5545,Vehicle Theft,Bengaluru Urban,Central,2025-05-06,Viraj Varty,54,Female,Oviya Zacharia,None,Open,14.604243,75.626928,4
FIR5546,Kidnapping,Ballari,Central,2025-12-02,Yatan Dube,73,Male,Jhalak Palan,Rod,Closed,12.125086,75.677146,5
FIR5547,Drug Trafficking,Mangaluru,Traffic,2024-12-22,Nathaniel Shenoy,37,Male,Kala Anne,Gun,Under Investigation,18.480229,76.767746,10
FIR5548,Fraud,Ballari,East,2025-09-15,Tanish Char,53,Male,Eesha Parmar,Knife,Closed,18.425613,74.112147,5
FIR5549,Assault,Hubballi-Dharwad,Market,2025-11-21,Owen Chaudhary,43,Male,Lucky Maharaj,Unknown,Open,16.169171,75.199329,5
FIR5550,Kidnapping,Shivamogga,Central,2025-12-17,Harini Peri,20,Male,Ekanta Karpe,Unknown,Closed,12.622724,75.911943,8
FIR5551,Murder,Vijayapura,Central,2024-08-16,Ubika Kapoor,66,Male,Chaitanya Mander,Gun,Closed,11.599092,74.787407,6
FIR5552,Kidnapping,Mangaluru,West,2025-09-24,Kamala Master,41,Male,Guneet Shroff,Unknown,Open,14.549927,78.396003,8
FIR5553,Assault,Belagavi,East,2026-05-21,Praneel Bhargava,40,Female,Charita Lall,Rod,Closed,13.831709,75.309436,9
FIR5554,Cyber Crime,Kalaburagi,Rural,2025-06-06,Kai Mangal,59,Male,Daksha Rajagopalan,Knife,Under Investigation,14.444843,78.500365,8
FIR5555,Fraud,Tumakuru,East,2024-08-12,Brijesh Kumar,64,Male,Gayathri Aggarwal,None,Under Investigation,16.347754,78.0196,10
FIR5556,Theft,Shivamogga,West,2026-06-15,Urmi Sidhu,54,Male,Nimrat Datta,Vehicle,Under Investigation,11.71145,74.693153,4
FIR5557,Fraud,Kalaburagi,Central,2024-07-22,Saumya Sha,69,Male,Ekanta Sen,None,Under Investigation,16.069929,74.135149,7
FIR5558,Kidnapping,Hubballi-Dharwad,Market,2025-10-26,Arjun Sarna,50,Female,Ekanta Gade,None,Open,16.968858,75.414011,6
FIR5559,Assault,Mangaluru,West,2024-07-03,Omya Kohli,73,Male,Lakshmi Bajwa,None,Closed,15.026501,74.752597,7
FIR5560,Murder,Shivamogga,Rural,2025-06-03,Anya Chhabra,25,Male,Owen Garg,Unknown,Open,12.836597,77.158747,1
FIR5561,Theft,Bengaluru Urban,East,2026-05-17,Peter Vohra,75,Female,Yamini Suresh,Vehicle,Under Investigation,17.900176,75.53117,7
FIR5562,Kidnapping,Belagavi,West,2025-08-05,Zehaan Kamdar,60,Male,Champak Krish,Knife,Open,17.444059,74.305587,3
FIR5563,Assault,Vijayapura,East,2026-03-31,Abha Ghose,23,Male,Jasmit Sane,Knife,Closed,17.234166,78.02203,1
FIR5564,Cyber Crime,Ballari,Market,2025-09-02,Samesh Loyal,33,Male,Omkaar Kakar,Unknown,Open,13.109922,78.197968,1
FIR5565,Fraud,Mangaluru,Central,2024-12-05,Kashish Dugar,60,Male,Chasmum Bail,Unknown,Open,11.80529,75.886959,1
FIR5566,Cyber Crime,Tumakuru,West,2025-09-01,Vinaya Batra,34,Male,Charvi Sanghvi,Gun,Under Investigation,15.688827,77.712951,10
FIR5567,Assault,Vijayapura,Market,2026-02-26,Hritik Purohit,33,Male,Theodore Soman,Gun,Closed,12.404628,76.954004,8
FIR5568,Fraud,Mangaluru,Market,2025-06-30,Tanay Sama,57,Male,Ati Sule,Unknown,Open,17.098372,74.633128,2
FIR5569,Vehicle Theft,Mysuru,East,2024-12-21,Charita Buch,70,Male,Jatin Vasa,Vehicle,Closed,17.832576,75.376984,9
FIR5570,Robbery,Bengaluru Urban,Central,2025-09-29,Ayaan Nayar,31,Female,Mohammed Parmar,Vehicle,Open,17.807468,77.655264,1
FIR5571,Theft,Mysuru,Market,2024-08-11,Qasim Misra,42,Male,Geetika Chawla,Unknown,Open,15.011155,76.609124,6
FIR5572,Burglary,Hubballi-Dharwad,Rural,2025-03-14,Naksh Sharaf,28,Male,Oni Bahri,Rod,Closed,16.082568,78.590688,5
FIR5573,Cyber Crime,Vijayapura,Traffic,2026-01-13,Noah Chopra,65,Male,Yashica Shanker,Vehicle,Closed,18.036302,76.648301,1
FIR5574,Fraud,Tumakuru,West,2024-07-21,Hemani Bail,28,Male,Yauvani Sawhney,Rod,Open,17.570668,75.224482,5
FIR5575,Kidnapping,Kalaburagi,South,2024-06-26,Rudra Pingle,28,Female,Dalaja Bedi,Vehicle,Open,12.539919,77.980573,9
FIR5576,Cyber Crime,Tumakuru,Central,2025-07-09,Ishaan Batra,70,Female,Aarnav Dutta,Vehicle,Closed,13.521752,77.36409,2
FIR5577,Theft,Shivamogga,Rural,2025-11-07,Samaksh Magar,52,Female,Arin Saran,Vehicle,Closed,17.982477,77.900219,3
FIR5578,Murder,Ballari,Central,2025-04-16,Nidhi Rama,22,Male,Chandresh Kar,Knife,Closed,17.227675,74.629654,8
FIR5579,Kidnapping,Tumakuru,Rural,2026-01-23,Isaiah Walla,75,Male,Rudra Saxena,Knife,Closed,18.432839,75.48091,3
FIR5580,Theft,Tumakuru,Rural,2025-01-16,Ayaan Sama,66,Female,Zayan Naik,Gun,Open,14.673597,78.672319,8
FIR5581,Vehicle Theft,Shivamogga,North,2025-10-12,Ucchal Hegde,74,Female,Ucchal Aurora,Vehicle,Under Investigation,13.114889,75.555156,8
FIR5582,Theft,Ballari,South,2025-01-26,Azaan Shankar,69,Female,Vasudha Grewal,Unknown,Open,16.322472,74.543449,4
FIR5583,Vehicle Theft,Vijayapura,Traffic,2025-03-25,Girindra Datta,21,Female,Yutika Varghese,Rod,Under Investigation,16.158268,76.9792,1
FIR5584,Assault,Shivamogga,Market,2024-11-27,Wahab Morar,54,Female,Tripti Parekh,Gun,Open,15.508588,74.265913,9
FIR5585,Fraud,Shivamogga,Central,2025-09-15,Janya Kannan,49,Male,Amruta Goyal,Unknown,Open,15.538301,77.256262,3
FIR5586,Murder,Bengaluru Urban,Traffic,2025-03-14,Zilmil Sha,22,Female,Yug Kothari,Rod,Closed,14.99011,76.314805,3
FIR5587,Fraud,Vijayapura,South,2025-07-02,Bachittar Rout,18,Female,Rishi Pall,Gun,Open,16.638623,74.222394,5
FIR5588,Cyber Crime,Vijayapura,North,2025-09-21,Ojasvi Joshi,65,Female,Keya Devi,Unknown,Under Investigation,14.403516,78.465066,5
FIR5589,Robbery,Ballari,East,2026-04-18,Theodore Muni,63,Female,Eiravati Singhal,Knife,Closed,17.267126,78.251808,2
FIR5590,Murder,Vijayapura,Central,2025-05-13,Udyati Doctor,58,Male,Ayush Balakrishnan,Gun,Closed,15.698856,76.901558,10
FIR5591,Assault,Ballari,Rural,2025-05-30,Sai Bava,35,Male,Damyanti Tata,Unknown,Under Investigation,16.356005,78.171258,4
FIR5592,Drug Trafficking,Shivamogga,East,2025-05-27,David Babu,73,Male,Jai Parmar,None,Open,16.099014,76.196303,9
FIR5593,Vehicle Theft,Mangaluru,North,2026-06-06,Hitesh Narain,60,Male,Leela Sathe,Knife,Under Investigation,15.508987,77.933818,6
FIR5594,Burglary,Shivamogga,Market,2024-07-17,Nikita Shetty,61,Male,Vamakshi Rege,Gun,Closed,17.309029,74.838854,8
FIR5595,Theft,Kalaburagi,Rural,2025-09-05,Omisha Kannan,36,Male,Ekalinga Chaudhry,Gun,Under Investigation,13.998511,76.68889,4
FIR5596,Murder,Tumakuru,East,2025-04-10,Chakradhar Karan,48,Female,Harsh Dutta,Vehicle,Closed,18.193051,75.745324,8
FIR5597,Theft,Hubballi-Dharwad,South,2025-08-15,Suhani Shankar,20,Male,Damyanti D’Alia,Gun,Closed,15.027246,76.947046,6
FIR5598,Vehicle Theft,Hubballi-Dharwad,Rural,2025-10-14,Daksha Bava,29,Male,Madhav Johal,Gun,Closed,14.489427,75.420337,3
FIR5599,Cyber Crime,Mangaluru,Central,2024-11-10,Zayyan Maharaj,19,Female,Widisha Mann,Rod,Closed,14.26906,77.398579,8
FIR5600,Cyber Crime,Mangaluru,South,2025-09-29,Qarin Balakrishnan,30,Female,Tanvi Pillai,Vehicle,Closed,13.709415,75.012161,6
FIR5601,Murder,Bengaluru Urban,Traffic,2024-11-29,Yatan Chand,53,Female,Bhavya Sinha,None,Open,12.133075,74.989371,9
FIR5602,Burglary,Ballari,North,2025-12-27,Jalsa Jha,44,Female,Ucchal Salvi,Vehicle,Open,18.233588,76.920515,1
FIR5603,Murder,Tumakuru,Market,2024-11-22,Krish Palan,41,Male,Anusha Shetty,Rod,Open,14.085352,74.776683,7
FIR5604,Fraud,Bengaluru Urban,West,2026-02-27,Devansh Vyas,69,Male,Adya Mutti,Unknown,Open,13.747537,77.292331,4
FIR5605,Cyber Crime,Tumakuru,East,2026-03-23,Zarna Puri,19,Male,Indali Basu,Vehicle,Closed,18.059981,78.653302,8
FIR5606,Theft,Ballari,East,2025-08-02,Jalsa Zacharia,26,Female,Yagnesh Deshpande,None,Closed,16.943257,74.256167,2
FIR5607,Murder,Mangaluru,South,2024-11-13,Frederick Vohra,44,Male,Aarna Yohannan,None,Closed,16.816679,75.868811,3
FIR5608,Kidnapping,Bengaluru Urban,Central,2024-10-04,Garima Devi,30,Female,Riya Sachar,Vehicle,Under Investigation,12.542227,77.705697,2
FIR5609,Murder,Tumakuru,Rural,2024-12-25,Samesh Rajan,22,Female,Urmi Dube,Vehicle,Under Investigation,18.189214,75.315859,2
FIR5610,Assault,Ballari,North,2024-09-06,Shivansh Bhatnagar,29,Male,Aarush Dasgupta,None,Closed,11.916033,74.345645,9
FIR5611,Theft,Bengaluru Urban,Rural,2025-08-30,Unnati Dixit,18,Female,Triveni Kothari,Vehicle,Open,12.542179,75.718278,1
FIR5612,Drug Trafficking,Mysuru,West,2026-04-25,Arjun Krish,31,Female,Onkar Minhas,Gun,Open,17.172526,75.233495,4
FIR5613,Murder,Belagavi,West,2026-03-25,Chandani Barad,62,Male,Girik Tank,Vehicle,Open,12.200061,77.965442,2
FIR5614,Robbery,Kalaburagi,East,2026-04-11,Ekanta Gokhale,49,Female,Matthew Varty,Gun,Under Investigation,17.214523,77.061364,3
FIR5615,Burglary,Kalaburagi,West,2026-04-12,Qadim Apte,23,Male,Imaran Agarwal,Unknown,Open,12.38215,76.129182,3
FIR5616,Drug Trafficking,Mangaluru,Rural,2024-09-17,Upma Sundaram,59,Male,Lila Grover,Vehicle,Open,17.092059,74.449681,7
FIR5617,Drug Trafficking,Tumakuru,Traffic,2025-12-09,Yug Karan,41,Female,Zayyan Butala,Gun,Closed,13.18764,74.923697,7
FIR5618,Murder,Ballari,East,2025-02-23,Sarthak Naidu,59,Male,Yadavi Chacko,None,Closed,16.308495,78.607227,1
FIR5619,Vehicle Theft,Vijayapura,West,2026-01-02,Guneet Swaminathan,41,Female,Ishita Lanka,Gun,Closed,13.698787,78.548074,3
FIR5620,Burglary,Ballari,Rural,2024-11-14,Manya Shah,56,Male,Rushil Vasa,Unknown,Open,15.293623,78.674204,5
FIR5621,Cyber Crime,Bengaluru Urban,Central,2024-10-12,Nitara Ramaswamy,68,Male,Ucchal Wason,Unknown,Closed,15.335189,75.685948,8
FIR5622,Drug Trafficking,Shivamogga,North,2025-03-18,Lohit Gour,73,Female,Lila Oak,Rod,Under Investigation,16.790731,76.380542,2
FIR5623,Drug Trafficking,Ballari,Traffic,2026-05-22,Pahal Sridhar,30,Female,Warda Kaul,Knife,Under Investigation,14.028827,78.718167,8
FIR5624,Cyber Crime,Belagavi,Traffic,2025-11-13,Madhav Dash,45,Male,Pallavi Nagar,Unknown,Under Investigation,16.589876,74.716235,1
FIR5625,Burglary,Mangaluru,South,2024-07-19,Rajata Krishna,58,Female,Amol Chaudhary,Rod,Under Investigation,13.200385,76.934355,1
FIR5626,Fraud,Mangaluru,West,2026-05-10,Neha Vohra,61,Male,Vasatika Vaidya,Unknown,Open,14.986993,77.777744,2
FIR5627,Burglary,Vijayapura,South,2024-07-10,Ishaan Ram,47,Female,Samuel Aggarwal,None,Under Investigation,15.371207,74.371593,2
FIR5628,Cyber Crime,Hubballi-Dharwad,South,2026-05-27,Chandran Raman,30,Male,Hemal Golla,Vehicle,Closed,17.754665,75.321215,9
FIR5629,Cyber Crime,Hubballi-Dharwad,Central,2025-06-05,Chatresh Pillai,71,Female,Champak Varughese,Unknown,Closed,11.904053,78.667551,9
FIR5630,Murder,Kalaburagi,North,2025-03-25,Chakrika Sur,58,Male,Bakhshi Chaudhari,Rod,Under Investigation,14.616685,76.554206,4
FIR5631,Fraud,Shivamogga,Traffic,2024-09-22,Hritik Khare,29,Male,Ayush Chacko,Rod,Open,11.84926,77.231772,2
FIR5632,Kidnapping,Ballari,West,2025-01-22,Utkarsh Ravi,53,Male,Max Mitra,Rod,Closed,13.713918,78.423006,7
FIR5633,Murder,Belagavi,Traffic,2025-11-04,Rudra Taneja,62,Male,Christopher Bandi,Rod,Under Investigation,17.925321,74.292869,3
FIR5634,Drug Trafficking,Mysuru,Market,2026-06-24,Caleb Arora,26,Male,Fariq Jha,Unknown,Open,18.198684,78.432283,2
FIR5635,Kidnapping,Ballari,Rural,2024-11-16,Naveen Narayan,39,Female,Simon Garg,Gun,Closed,13.415596,77.7004,3
FIR5636,Assault,Mangaluru,West,2025-08-15,Jackson Mahajan,40,Female,Lakshmi Kata,None,Closed,16.068395,75.882624,2
FIR5637,Burglary,Mangaluru,Rural,2026-02-15,Henry Mallick,31,Female,Reva Khosla,Rod,Under Investigation,11.910289,75.975029,10
FIR5638,Murder,Bengaluru Urban,West,2026-02-10,Jalsa Krishna,35,Female,Ira Shere,Rod,Under Investigation,14.309757,78.429349,6
FIR5639,Theft,Hubballi-Dharwad,West,2026-01-31,Chakradev Ganesh,72,Female,Amaira Upadhyay,Unknown,Open,14.46176,78.787209,6
FIR5640,Burglary,Vijayapura,Rural,2026-03-18,Oni Agate,28,Female,Hitesh Brar,None,Under Investigation,15.328658,75.014485,2
FIR5641,Cyber Crime,Kalaburagi,Traffic,2024-10-03,Zansi Sant,43,Female,Anya Merchant,Vehicle,Under Investigation,16.513155,74.947352,2
FIR5642,Fraud,Hubballi-Dharwad,South,2025-12-28,Neel Sami,71,Female,Charan Kant,Vehicle,Closed,13.808165,75.048354,1
FIR5643,Burglary,Vijayapura,Traffic,2025-11-04,Saanvi Chanda,74,Female,Vanya Khare,Rod,Under Investigation,15.048252,75.616118,7
FIR5644,Assault,Kalaburagi,North,2024-09-14,Rajata Devan,42,Female,Odika Mohan,Gun,Under Investigation,12.904984,74.508713,7
FIR5645,Robbery,Mysuru,South,2026-01-15,Bahadurjit Samra,70,Male,Pavani Bajaj,None,Open,12.579236,75.717389,1
FIR5646,Drug Trafficking,Mangaluru,Market,2024-10-06,Sathvik Ray,43,Male,Tanay Kothari,Unknown,Open,18.299717,75.55037,10
FIR5647,Assault,Bengaluru Urban,Market,2025-11-02,Xavier Kumer,52,Male,Leena Nadkarni,Gun,Under Investigation,15.133217,74.168544,8
FIR5648,Theft,Kalaburagi,Traffic,2025-12-05,Praneel Comar,63,Female,Upkaar Narang,Unknown,Open,18.202748,76.855402,3
FIR5649,Cyber Crime,Kalaburagi,East,2025-01-04,Manan Kurian,56,Female,Victor Arora,Gun,Closed,12.407691,78.663492,2
FIR5650,Fraud,Belagavi,North,2025-11-15,Azaan Jayaraman,43,Female,Wahab Atwal,Knife,Open,17.569317,74.210569,7
FIR5651,Fraud,Hubballi-Dharwad,Rural,2025-07-16,Harish Pal,65,Male,Bimala Roy,Gun,Under Investigation,15.895218,74.451128,7
FIR5652,Assault,Tumakuru,South,2026-03-28,Girindra Mohanty,32,Female,Sara Mani,Gun,Closed,14.248362,75.186292,8
FIR5653,Fraud,Belagavi,Central,2025-05-21,Urishilla Tank,18,Male,Patrick Patla,Unknown,Under Investigation,12.637274,78.608726,7
FIR5654,Theft,Vijayapura,Traffic,2026-04-18,Vincent Bir,67,Female,Henry Sura,Gun,Closed,13.710262,75.316199,10
FIR5655,Fraud,Tumakuru,East,2026-02-06,Arjun Barad,69,Female,Ubika Patil,Rod,Under Investigation,12.192672,76.493999,5
FIR5656,Fraud,Shivamogga,East,2024-07-26,Hemal Chaudhary,19,Male,Karan Lad,Unknown,Under Investigation,14.673822,78.031621,9
FIR5657,Burglary,Vijayapura,Traffic,2025-10-11,Umang Comar,32,Male,Ucchal Bains,Unknown,Closed,15.425721,74.437428,3
FIR5658,Robbery,Belagavi,East,2026-02-16,Waida Andra,74,Female,Gaurav Vyas,Vehicle,Closed,14.419065,74.511798,6
FIR5659,Robbery,Ballari,Traffic,2026-05-09,Chameli Iyengar,56,Male,Ekaja D’Alia,Unknown,Under Investigation,18.029016,75.152526,6
FIR5660,Kidnapping,Shivamogga,Central,2024-06-30,Anusha Walia,30,Female,Nitara Solanki,None,Under Investigation,13.137855,74.031135,3
FIR5661,Assault,Kalaburagi,East,2025-11-17,Yahvi Din,67,Male,Onveer Raj,Rod,Closed,12.89232,76.341194,5
FIR5662,Assault,Kalaburagi,Rural,2025-10-04,Chatura Keer,20,Male,Gagan Pradhan,Vehicle,Under Investigation,17.35271,78.525051,1
FIR5663,Theft,Kalaburagi,South,2025-10-23,Dalbir Konda,32,Female,Rishi Kapadia,Rod,Open,17.081208,75.2598,8
FIR5664,Assault,Shivamogga,West,2025-01-06,Amruta Buch,72,Female,Anvi Kata,Gun,Open,16.122363,76.113286,3
FIR5665,Assault,Bengaluru Urban,South,2025-12-06,Bhavya Badal,44,Male,Ojasvi Krishna,Unknown,Open,17.214878,77.931568,9
FIR5666,Burglary,Mysuru,Market,2024-12-29,Omya Nigam,52,Female,Falguni Swaminathan,None,Under Investigation,18.128771,75.651036,3
FIR5667,Robbery,Hubballi-Dharwad,Market,2024-12-30,Ishita Puri,71,Female,Ansh Saini,None,Open,17.408597,74.380692,4
FIR5668,Cyber Crime,Hubballi-Dharwad,East,2025-07-02,Yutika Nagarajan,69,Male,Harshil Misra,Knife,Open,16.239573,77.88347,7
FIR5669,Burglary,Kalaburagi,Rural,2024-08-11,Ekalinga Bora,69,Female,Tanmayi Kala,Unknown,Under Investigation,15.477338,75.847774,9
FIR5670,Drug Trafficking,Mysuru,Market,2025-09-19,Gopal Mangal,47,Female,Nakul Kothari,Knife,Under Investigation,16.72347,75.157084,9
FIR5671,Vehicle Theft,Shivamogga,Traffic,2024-07-30,Ekapad Manda,46,Male,Chanakya Saini,None,Under Investigation,18.300262,76.699057,3
FIR5672,Burglary,Vijayapura,Central,2025-02-08,Indali Prashad,66,Male,Ranveer Karnik,Unknown,Open,15.69639,78.648816,8
FIR5673,Kidnapping,Tumakuru,East,2025-02-17,Advika Venkataraman,21,Male,Ekaraj Kata,None,Closed,18.242296,78.047649,10
FIR5674,Murder,Shivamogga,North,2026-06-09,Raghav Biswas,21,Female,Tripti Sharaf,Rod,Under Investigation,17.612045,78.425933,5
FIR5675,Vehicle Theft,Vijayapura,Central,2024-10-11,Omisha Dani,25,Male,Yadavi Srinivas,Vehicle,Under Investigation,14.954251,78.072919,5
FIR5676,Robbery,Mysuru,Market,2025-08-31,Rachana Dua,31,Male,Tanish Aurora,Rod,Closed,14.877064,74.258021,4
FIR5677,Robbery,Mysuru,Central,2024-09-06,Tanmayi Taneja,21,Female,Ekaraj Parsa,Gun,Closed,17.138252,75.32106,6
FIR5678,Burglary,Belagavi,South,2024-08-15,Yahvi Butala,21,Female,Laksh Agate,Rod,Open,15.902905,78.44236,4
FIR5679,Robbery,Ballari,Market,2026-05-02,Chasmum Bhagat,45,Male,Isaiah Chopra,Unknown,Under Investigation,15.125527,75.806325,10
FIR5680,Theft,Shivamogga,East,2025-09-01,Qarin Khare,29,Female,Qarin Chaudhuri,None,Under Investigation,11.729482,77.519057,5
FIR5681,Cyber Crime,Belagavi,East,2025-05-07,Chandani Balan,52,Female,Isaiah Sanghvi,Gun,Closed,16.245964,75.842975,7
FIR5682,Robbery,Belagavi,West,2025-11-12,Deepa Nadkarni,55,Male,Abhiram Pal,None,Under Investigation,16.754867,77.841653,1
FIR5683,Burglary,Mangaluru,Rural,2025-04-24,Frederick Dara,25,Female,Wridesh Vasa,Gun,Open,13.230211,77.074382,3
FIR5684,Murder,Ballari,South,2025-06-11,Hitesh Kapoor,43,Male,Chandresh Gaba,Unknown,Open,16.599973,77.087475,2
FIR5685,Vehicle Theft,Hubballi-Dharwad,Rural,2025-06-17,Abeer Chander,50,Female,Yuvraj Narasimhan,Unknown,Under Investigation,12.146793,76.149976,2
FIR5686,Murder,Vijayapura,North,2026-01-06,Nachiket Vohra,34,Male,Aachal Chauhan,Rod,Open,14.233579,75.712117,7
FIR5687,Fraud,Shivamogga,Traffic,2024-08-21,Fariq Pall,42,Male,Divya Kashyap,None,Open,13.969838,78.776851,4
FIR5688,Drug Trafficking,Vijayapura,Rural,2024-10-01,Anmol Gulati,74,Female,Yagnesh Panchal,Vehicle,Open,16.344899,77.476474,9
FIR5689,Murder,Mangaluru,South,2026-04-10,Aachal Vora,63,Male,Ojasvi Sarma,Knife,Closed,14.08822,74.233462,8
FIR5690,Burglary,Bengaluru Urban,South,2025-04-21,Jacob Edwin,70,Female,Meghana Rajagopalan,Gun,Closed,17.243571,77.988528,4
FIR5691,Robbery,Kalaburagi,Central,2026-06-09,Rishi Choudhury,39,Male,Eta Pradhan,Unknown,Open,16.610717,74.383098,7
FIR5692,Robbery,Belagavi,Central,2024-09-17,Charita Sridhar,73,Male,Ranbir Buch,Unknown,Open,11.911658,77.053783,1
FIR5693,Drug Trafficking,Belagavi,Central,2025-12-06,Chaman Sabharwal,34,Male,Ekbal Pillay,Vehicle,Under Investigation,17.008443,74.627289,3
FIR5694,Kidnapping,Tumakuru,East,2026-01-24,Yachana Khurana,37,Female,Oliver Prakash,None,Under Investigation,17.033978,76.508897,10
FIR5695,Fraud,Ballari,Rural,2024-07-26,Inaya Guha,58,Female,Gaurav Wason,Unknown,Under Investigation,17.13927,75.988107,10
FIR5696,Vehicle Theft,Shivamogga,East,2025-11-11,Advay Mand,73,Male,Ekalinga Nayak,Gun,Closed,17.701411,78.668999,1
FIR5697,Vehicle Theft,Hubballi-Dharwad,South,2024-10-09,George Ram,38,Male,Anika Bahri,Unknown,Under Investigation,16.039851,78.635061,3
FIR5698,Drug Trafficking,Vijayapura,East,2024-10-26,Victor Edwin,34,Male,Nimrat Jaggi,Knife,Open,11.643388,77.386643,9
FIR5699,Assault,Vijayapura,East,2025-03-31,Manya Misra,36,Male,Dominic Mahal,Rod,Open,12.095802,75.205799,2
FIR5700,Cyber Crime,Hubballi-Dharwad,Central,2026-02-11,Charles Mohan,71,Male,Yuvraj Kurian,Vehicle,Closed,11.787774,76.065051,5
FIR5701,Theft,Vijayapura,Market,2025-11-10,Kritika Wagle,40,Male,Avi Deo,Gun,Open,17.661863,74.143778,10
FIR5702,Vehicle Theft,Vijayapura,Market,2025-03-29,Niharika Sankar,20,Male,Pallavi Parmer,Gun,Closed,15.856424,77.175877,3
FIR5703,Cyber Crime,Hubballi-Dharwad,South,2024-10-16,Hredhaan Natt,64,Female,Barkha Apte,Vehicle,Closed,16.873519,77.437738,5
FIR5704,Cyber Crime,Tumakuru,East,2024-08-11,Krishna Thakur,55,Female,Ayaan Majumdar,Vehicle,Closed,16.449652,77.902451,6
